date,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
200408,    1.85,   -0.24,   -0.09,   -2.54,   -3.36,    2.22,    1.02,   -0.93,    0.86,    0.39,   -0.58,   -3.83,   -0.61,   -2.58,   -4.12
200409,   -0.19,    1.60,    5.12,    3.84,    5.06,   -0.44,    0.25,    1.58,    1.66,    5.30,    4.92,    2.42,    5.60,    5.31,    4.78
200410,    0.87,    0.98,    2.33,    3.17,    2.43,    0.49,    1.49,    0.74,    1.43,    2.07,    2.59,    2.10,    4.09,    3.63,    1.14
200411,    3.66,    4.12,    5.39,    6.25,    7.66,    3.18,    4.26,    3.47,    5.04,    5.22,    5.56,    6.57,    5.87,    7.61,    7.71
200412,    3.20,    2.79,    4.12,    3.68,    6.09,    2.94,    3.81,    3.13,    2.44,    4.67,    3.56,    3.54,    3.84,    4.85,    7.19
200501,   -1.98,   -1.36,   -3.38,   -2.57,   -5.89,   -1.73,   -2.50,   -0.86,   -1.98,   -2.72,   -4.01,   -3.82,   -1.22,   -5.99,   -5.75
200502,    1.36,    2.77,    2.33,    1.90,    3.25,    1.60,    0.91,    2.98,    2.42,    2.51,    2.09,    2.52,    1.03,    5.21,    0.89
200503,   -1.78,   -1.35,   -0.76,   -1.24,   -4.01,   -1.69,   -1.88,   -2.35,    0.38,   -0.44,   -1.20,   -1.26,   -1.21,   -3.04,   -4.97
200504,   -0.34,   -3.82,   -2.99,   -4.04,   -4.90,   -0.13,   -0.67,   -3.90,   -3.67,   -2.29,   -4.34,   -3.95,   -4.11,   -5.52,   -4.35
200505,    2.25,    3.63,    4.55,    7.57,    7.50,    1.44,    3.57,    5.21,    2.18,    3.83,    5.54,    6.56,    8.19,    6.20,    8.51
200506,   -1.08,    1.80,    1.85,    3.44,    2.90,   -1.59,    0.10,    1.35,    2.52,    1.75,    1.99,    4.75,    2.32,    2.61,    3.21
200507,    2.09,    5.57,    4.55,    7.29,    7.52,    1.56,    3.11,    4.45,    7.59,    4.69,    4.26,    6.82,    7.71,    7.48,    7.57
200508,   -1.09,   -1.99,    1.31,    0.06,   -1.81,   -0.83,   -1.64,   -1.08,   -3.01,    1.42,    1.14,    0.73,   -0.70,   -1.82,   -1.80
200509,    0.33,   -0.22,    1.50,    3.15,    1.06,   -0.08,    0.87,    0.35,   -0.97,    1.36,    1.68,    4.01,    2.08,    1.33,    0.67
200510,   -0.26,   -2.48,   -2.21,   -3.34,   -3.56,    0.52,   -2.38,   -2.07,   -3.10,   -2.37,   -2.01,   -5.41,   -1.62,   -3.49,   -3.67
200511,    3.75,    3.60,    2.55,    6.00,    5.10,    4.03,    3.23,    3.91,    3.23,    2.30,    2.86,    6.17,    5.75,    4.86,    5.60
200512,   -0.20,   -0.85,    0.50,    0.76,    2.04,   -0.58,    0.77,   -1.55,    0.15,    1.75,   -1.10,    1.34,    0.38,    2.15,    1.90
200601,    1.42,    1.60,    1.91,    9.08,    9.64,    0.59,    2.57,    1.03,    1.99,    0.50,    4.36,    7.93,   10.27,    8.78,   10.85
200602,    1.28,    1.31,    0.57,   -3.04,   -3.65,    1.81,    0.66,    0.91,    1.73,    0.92,    0.13,   -1.55,   -4.84,   -4.79,   -2.04
200603,    1.29,    1.48,    2.19,    1.95,    4.23,    1.15,    1.53,    0.79,    2.24,    3.39,    0.66,    0.06,    4.66,    4.05,    4.47
200604,    1.50,    0.56,   -0.97,    1.73,    2.73,    2.89,   -0.37,    1.30,   -0.47,   -0.56,   -1.48,    1.70,    1.79,    3.85,    1.72
200605,   -1.45,   -3.17,   -4.27,   -3.93,   -7.34,   -1.07,   -2.24,   -3.28,   -2.92,   -3.42,   -4.73,   -4.14,   -3.60,   -7.23,   -7.46
200606,    0.30,   -0.64,    0.40,    0.68,   -0.67,   -0.18,    1.17,   -1.34,    0.48,    0.48,    0.31,    0.41,    1.07,   -0.96,   -0.34
200607,    2.42,   -0.84,   -3.02,   -1.55,   -6.81,    2.55,    2.25,   -0.13,   -1.97,   -4.17,   -1.80,   -1.59,   -1.49,   -5.13,   -8.44
200608,    2.19,    2.69,    2.58,    1.76,    3.53,    2.76,    1.47,    2.81,    2.48,    2.48,    2.70,    2.41,    0.78,    2.73,    4.30
200609,    2.55,    2.95,    2.13,    0.80,    1.10,    2.83,    2.21,    2.30,    3.95,    1.11,    3.65,    0.54,    1.20,    1.41,    0.73
200610,    2.36,    4.60,    2.83,    5.41,    5.15,    2.38,    2.33,    4.83,    4.32,    3.21,    2.34,    4.35,    6.39,    5.07,    5.25
200611,    0.83,    1.91,    2.47,    3.19,    5.89,    0.59,    1.18,    0.12,    3.65,    1.04,    3.84,    3.60,    2.89,    6.76,    4.57
200612,    2.92,    1.66,    0.60,   -1.61,   -1.46,    3.27,    2.31,    1.05,    2.10,    0.84,    0.27,   -0.31,   -3.10,   -1.33,   -1.60
200701,    0.73,    2.38,    2.35,    2.90,    2.70,    0.26,    1.22,    3.87,    1.09,    3.28,    1.67,    2.87,    2.96,    3.31,    2.01
200702,   -2.07,   -1.91,   -1.15,   -0.90,   -0.75,   -1.46,   -2.61,   -1.56,   -2.21,   -1.75,   -0.49,   -1.36,   -0.05,    0.18,   -1.86
200703,    0.49,    1.44,    1.57,    1.21,    2.19,    0.18,    0.76,    1.41,    1.48,    1.14,    2.05,    0.98,    1.57,    3.43,    0.79
200704,    3.50,    4.39,    4.67,    3.73,    3.29,    3.68,    3.21,    4.70,    3.87,    4.98,    4.18,    3.20,    4.25,    3.69,    2.81
200705,    2.71,    4.33,    4.63,    3.91,    4.21,    2.35,    3.22,    3.81,    5.10,    5.46,    3.95,    3.42,    4.42,    5.00,    3.49
200706,   -1.78,   -1.46,   -1.64,   -1.26,   -0.83,   -2.25,   -1.28,   -1.95,   -0.72,   -2.33,   -0.79,   -1.38,   -1.10,   -0.79,   -0.89
200707,   -3.18,   -3.05,   -3.51,   -3.09,   -5.25,   -3.20,   -3.13,   -3.27,   -2.72,   -4.53,   -2.31,   -3.19,   -2.95,   -6.44,   -3.83
200708,    2.58,    0.54,    0.71,    0.64,   -0.64,    2.85,    2.04,    0.47,    0.63,    1.51,   -0.55,    0.86,    0.34,   -1.00,   -0.21
200709,    3.78,    2.83,    1.84,    5.64,    4.22,    3.96,    3.29,    2.82,    2.85,    1.93,    1.75,    6.90,    4.38,    4.74,    3.65
200710,    1.47,    2.85,    2.59,    4.01,    1.54,    1.36,    1.69,    3.03,    2.66,    1.91,    3.34,    1.30,    6.98,    2.61,    0.53
200711,   -2.63,   -5.37,   -5.98,   -7.54,  -10.31,   -2.50,   -2.88,   -4.32,   -6.42,   -5.90,   -6.10,   -7.76,   -7.27,   -9.21,  -12.18
200712,   -0.74,   -0.10,    0.26,   -2.38,   -1.02,   -0.25,   -1.75,   -0.85,    0.47,   -0.43,    1.00,   -2.61,   -2.08,   -0.83,   -1.23
200801,   -5.37,   -5.68,   -7.54,   -7.36,   -7.99,   -5.13,   -5.88,   -4.99,   -6.42,   -8.27,   -6.45,   -6.24,   -8.68,   -5.98,  -10.30
200802,   -2.26,   -3.95,   -3.41,   -0.94,   -6.41,   -2.29,   -2.19,   -2.85,   -5.45,   -3.68,   -3.09,    0.50,   -2.48,   -5.20,   -8.17
200803,    0.61,   -1.99,    0.25,   -3.74,   -4.33,    1.21,   -0.46,   -2.18,   -1.74,    2.83,   -2.66,   -3.02,   -4.84,   -3.38,   -5.93
200804,    2.94,    4.47,    7.33,    7.76,    7.19,    2.19,    4.11,    2.53,    6.86,    6.18,    8.93,    9.35,    5.77,    8.25,    6.05
200805,    1.61,    2.08,    1.19,    4.48,    3.04,    0.85,    2.84,    2.66,    1.24,    2.01,   -0.21,    3.37,    5.62,    4.27,    1.38
200806,   -7.42,   -8.77,  -10.55,   -8.26,   -7.30,   -7.47,   -7.37,   -8.59,   -9.02,  -12.34,   -8.20,   -9.01,   -7.60,   -5.78,   -8.73
200807,    0.57,    3.04,   -2.30,   -9.04,   -5.04,    1.82,   -0.63,    2.08,    4.46,   -2.31,   -2.28,   -9.67,   -8.40,   -7.17,   -1.02
200808,    2.51,    2.00,    1.56,   -0.37,   -3.09,    2.36,    2.67,    3.07,    0.93,    0.99,    2.22,    1.45,   -1.40,   -2.86,   -3.38
200809,   -5.12,   -8.18,  -11.64,  -15.19,  -22.17,   -3.79,   -7.72,   -9.36,   -5.84,   -9.70,  -13.70,  -13.75,  -16.89,  -22.20,  -22.12
200810,  -12.95,  -17.47,  -21.54,  -22.07,  -24.35,  -11.70,  -14.84,  -19.58,  -15.36,  -18.42,  -24.66,  -21.50,  -23.23,  -26.43,  -19.27
200811,   -3.56,   -8.29,  -14.03,  -11.94,  -16.73,   -3.70,   -3.37,   -6.81,   -9.96,  -11.16,  -16.90,  -10.54,  -13.53,  -14.24,  -19.69
200812,    1.37,    1.61,    0.86,    6.16,    2.76,    0.92,    2.56,    3.45,   -0.60,   -0.27,    3.11,    8.60,    3.40,    2.46,    3.55
200901,   -6.47,  -10.62,   -8.69,   -7.40,  -12.22,   -7.02,   -5.23,   -8.30,  -12.86,   -8.86,   -8.44,   -7.29,   -7.55,  -15.51,   -2.38
200902,   -8.54,   -9.87,  -12.04,  -12.17,  -18.57,   -8.47,   -8.66,   -8.70,  -11.24,  -13.96,   -9.26,  -10.99,  -14.55,  -18.13,  -19.73
200903,    6.18,   10.38,   12.34,   14.75,   18.38,    5.25,    7.52,   11.16,    9.29,   12.60,   12.08,   10.96,   19.15,   17.38,   20.83
200904,    4.56,   11.50,   14.57,   23.36,   32.06,    3.41,    5.84,   10.38,   13.73,   14.16,   15.13,   18.79,   30.47,   31.81,   32.49
200905,    3.56,    3.16,    7.14,   11.68,   15.45,    3.64,    3.45,    1.90,    5.34,    7.68,    6.17,   10.67,   13.18,   15.34,   15.73
200906,    1.51,    0.43,   -1.93,   -1.93,    0.91,    1.01,    2.25,    2.11,   -2.06,   -3.38,   -0.08,   -2.07,   -1.77,    1.31,   -0.33
200907,    7.07,    6.88,    7.98,   10.94,   15.32,    5.94,    8.92,    6.12,    8.43,    8.19,    7.81,    7.89,   14.93,   16.15,   13.60
200908,    1.59,    3.80,    4.77,    6.27,   13.05,    1.09,    2.31,    4.27,    2.99,    5.23,    4.10,    7.26,    4.97,   10.13,   17.39
200909,    2.78,    4.96,    5.27,    7.19,    7.46,    2.14,    3.64,    5.34,    4.44,    6.30,    4.32,    7.45,    6.84,    7.65,    7.15
200910,   -0.20,   -3.29,   -4.03,   -5.66,  -12.99,    0.54,   -1.18,   -1.50,   -5.24,   -3.10,   -5.04,   -4.93,   -6.71,  -11.00,  -15.09
200911,    5.43,    6.09,    5.43,    5.34,    5.03,    5.80,    5.10,    5.77,    6.72,    4.37,    7.14,    5.88,    4.61,    4.93,    5.20
200912,    1.60,    3.09,    3.75,    3.84,    7.12,    0.59,    2.78,    2.48,    4.11,    2.39,    6.15,    6.91,    0.57,    8.50,    5.26
201001,   -3.54,   -3.04,   -3.26,   -3.46,   -3.17,   -2.10,   -5.07,   -3.87,   -2.12,   -4.07,   -2.24,   -2.90,   -4.36,   -2.02,   -4.42
201002,    2.54,    3.33,    4.76,    4.21,    6.07,    2.45,    2.66,    3.70,    2.91,    5.06,    4.32,    3.09,    6.14,    6.81,    4.93
201003,    4.50,    7.56,    6.80,    9.55,    9.12,    3.92,    5.66,    6.36,    9.20,    5.92,    7.83,    9.62,    9.40,   10.01,    7.95
201004,    1.03,    2.31,    2.13,    3.84,    6.43,    0.79,    1.40,    1.43,    3.56,    3.90,    0.54,    4.52,    2.99,    5.47,    7.48
201005,   -7.96,   -7.30,   -8.12,   -8.34,   -8.54,   -7.30,   -8.94,   -6.36,   -8.86,   -8.53,   -7.65,   -7.90,   -8.95,   -6.18,  -10.95
201006,   -4.23,   -5.34,   -7.66,   -8.11,  -10.14,   -2.20,   -7.08,   -4.38,   -6.70,   -6.85,   -8.65,   -8.64,   -7.40,   -9.34,  -11.03
201007,    6.28,    7.30,    7.16,    8.28,    9.77,    6.57,    5.88,    7.50,    7.03,    6.56,    8.03,    8.37,    8.13,   10.64,    8.92
201008,   -3.04,   -6.20,   -6.90,   -6.03,   -5.24,   -2.50,   -3.76,   -6.91,   -4.94,   -7.48,   -5.63,   -6.10,   -5.93,   -3.30,   -7.74
201009,    7.61,    9.71,   12.17,   12.69,   13.48,    7.11,    8.33,    9.76,    9.64,   12.02,   12.39,   12.29,   13.25,   12.76,   14.28
201010,    2.93,    4.48,    4.48,    5.61,    3.71,    2.84,    3.13,    3.98,    5.36,    4.73,    4.16,    3.83,    7.41,    3.26,    4.18
201011,   -0.41,    0.92,    0.77,    2.75,    2.89,   -0.46,   -0.31,   -0.05,    2.31,    3.47,   -1.49,    1.47,    4.98,    3.00,    2.72
201012,    5.57,    7.69,    7.63,    9.25,    6.16,    4.47,    7.23,    7.21,    8.17,    8.46,    6.89,    9.55,    8.86,    6.29,    5.99
201101,    1.52,    3.24,    1.36,    3.36,   -0.71,    1.86,    1.05,    3.97,    2.45,    3.37,   -0.35,    4.06,    2.70,   -0.83,   -0.58
201102,    3.42,    3.27,    4.46,    4.32,    2.07,    3.42,    3.42,    2.72,    3.88,    4.21,    4.91,    4.58,    4.05,    1.39,    2.91
201103,    0.13,    0.24,    1.39,    1.07,    0.79,    0.67,   -0.34,    1.25,   -1.04,    1.28,    1.54,    1.31,    0.80,    1.15,    0.35
201104,    3.29,    3.08,    2.84,    1.73,    2.27,    3.01,    3.53,    2.84,    3.63,    2.41,    3.26,    1.95,    1.50,    1.54,    3.20
201105,   -0.87,   -1.02,   -1.94,   -1.82,   -2.31,    0.25,   -2.06,   -1.29,   -0.47,   -1.75,   -2.20,   -1.66,   -2.07,   -3.23,   -1.20
201106,   -1.44,   -1.85,   -1.66,   -2.03,   -3.08,   -1.50,   -1.38,   -1.97,   -1.65,   -2.38,   -0.92,   -1.86,   -2.23,   -3.09,   -3.07
201107,   -2.81,   -2.62,   -0.50,   -2.68,   -2.33,   -2.44,   -3.34,   -4.03,   -0.64,   -0.95,    0.04,   -2.60,   -2.82,   -1.71,   -3.27
201108,   -2.94,   -6.94,   -9.27,   -8.61,  -10.46,   -1.78,   -4.38,   -7.17,   -6.68,   -8.38,  -10.65,   -8.71,   -8.51,   -9.82,  -11.62
201109,   -4.52,   -9.23,  -10.08,  -12.19,  -13.85,   -3.90,   -5.28,   -8.28,  -10.71,   -8.58,  -11.81,  -10.56,  -14.58,  -13.20,  -14.74
201110,    8.28,   13.94,   15.56,   16.74,   12.22,    7.12,   10.43,   12.32,   16.19,   16.19,   14.91,   16.05,   17.64,   12.72,   11.61
201111,    1.00,   -0.58,   -1.52,   -2.19,   -4.44,    1.31,    0.52,   -0.08,   -1.53,   -1.17,   -1.87,   -1.21,   -3.18,   -6.20,   -1.95
201112,    2.93,   -0.16,   -1.94,   -3.56,   -1.80,    3.18,    2.53,   -0.09,   -0.28,   -2.00,   -1.88,   -2.73,   -4.41,   -1.52,   -2.16
201201,    1.59,    6.80,    8.37,   10.81,   11.13,    0.61,    2.92,    7.10,    6.33,    8.43,    8.31,   11.79,    9.66,    9.08,   13.92
201202,    2.53,    6.79,    3.97,    5.76,    5.95,    2.22,    2.95,    8.16,    4.20,    4.16,    3.80,    4.66,    7.59,    5.34,    6.81
201203,    3.50,    3.32,    3.08,    1.81,    0.95,    3.01,    4.16,    3.65,    2.77,    2.79,    3.47,    1.00,    2.71,    1.38,    0.30
201204,   -0.04,   -0.58,   -2.33,   -1.97,   -2.93,    0.34,   -0.56,   -0.21,   -1.04,   -2.45,   -2.16,   -4.10,    0.40,   -0.80,   -5.65
201205,   -4.45,   -6.57,   -8.54,   -7.58,   -9.98,   -3.14,   -6.54,   -7.70,   -4.64,   -8.54,   -8.54,   -7.10,   -8.86,  -10.56,   -9.17
201206,    4.97,    2.98,    2.07,    3.62,    4.24,    5.37,    4.34,    3.53,    2.34,    2.87,    0.77,    3.08,    5.00,    5.47,    2.40
201207,    1.60,    0.77,    0.12,   -0.07,   -2.51,    1.85,    1.26,   -0.39,    2.09,    1.39,   -2.24,   -0.04,   -0.10,   -1.73,   -3.55
201208,    0.53,    3.89,    4.14,    5.91,    4.26,   -0.48,    1.67,    2.16,    5.68,    3.72,    4.64,    5.92,    5.90,    4.10,    4.50
201209,    2.50,    2.86,    3.03,    3.03,    2.83,    2.79,    2.12,    1.91,    4.66,    2.94,    3.13,    3.05,    3.01,    2.04,    3.91
201210,   -1.20,   -1.90,   -2.40,   -2.21,   -3.92,   -1.63,   -0.57,   -0.49,   -3.43,    0.10,   -4.56,   -2.50,   -1.79,   -4.15,   -3.56
201211,    0.00,    0.82,    1.79,    2.47,    2.04,   -0.24,    0.33,    0.88,    0.73,    1.26,    2.79,    2.37,    2.61,    0.81,    3.58
201212,    0.39,    2.37,    0.05,    2.93,    3.15,    0.24,    0.60,    2.13,    2.70,   -1.36,    2.75,    2.91,    2.95,    2.92,    3.38
201301,    5.93,    5.65,    3.47,    6.22,    8.01,    5.90,    5.98,    5.84,    5.45,    7.53,   -0.05,    6.22,    6.23,    7.77,    8.27
201302,    2.28,    1.15,    0.33,    0.44,   -0.95,    2.55,    1.89,    0.61,    1.72,    0.26,    0.44,    0.21,    0.71,   -0.57,   -1.89
201303,    3.87,    4.04,    4.32,    4.66,    3.47,    3.09,    4.81,    3.90,    4.20,    4.29,    4.37,    4.26,    5.27,    2.79,    5.14
201304,    1.93,    1.99,    0.75,    0.31,    0.70,    2.53,    1.04,    1.77,    2.33,    1.66,   -0.36,   -0.49,    1.71,   -0.20,    3.06
201305,    1.13,    3.50,    4.19,    2.93,    5.88,    1.18,    1.09,    3.58,    3.37,    4.57,    3.76,    2.69,    3.42,    6.48,    5.06
201306,   -0.25,   -0.38,   -2.25,   -4.56,   -0.62,   -0.20,   -0.31,   -1.07,    0.47,   -1.46,   -2.90,   -5.70,   -2.34,   -0.78,   -0.35
201307,    5.57,    4.31,    5.26,    8.61,    8.41,    5.44,    5.83,    4.16,    4.51,    5.02,    5.46,    7.59,   10.11,    8.75,    7.99
201308,   -4.23,   -2.90,   -0.80,   -1.43,   -1.34,   -4.60,   -3.54,   -2.91,   -2.89,   -1.82,    0.23,   -2.10,   -0.86,   -2.98,   -0.19
201309,    2.23,    4.53,    5.89,    3.88,    5.68,    1.75,    3.40,    4.59,    4.49,    5.57,    6.32,    2.20,    6.71,    4.10,    8.52
201310,    4.38,    4.56,    4.34,    4.31,    1.88,    4.32,    4.56,    5.02,    4.14,    4.88,    3.40,    2.28,    5.95,    3.43,   -1.03
201311,    3.07,    2.35,    3.43,    4.13,    3.01,    3.34,    2.64,    2.59,    2.10,    2.86,    4.34,    4.67,    3.66,    2.97,    3.06
201312,    2.10,    3.09,    2.71,    3.40,    3.96,    1.62,    3.17,    3.14,    3.04,    2.37,    3.10,    2.96,    3.84,    4.47,    3.06
201401,   -4.44,   -3.90,   -2.99,   -0.71,    1.10,   -4.21,   -4.69,   -3.51,   -4.15,   -3.27,   -2.54,   -2.98,    1.37,   -0.20,    3.22
201402,    3.64,    4.97,    5.52,    4.93,    7.85,    3.03,    4.32,    4.58,    5.69,    6.25,    4.60,    4.62,    5.64,    6.90,    8.70
201403,    2.00,    1.32,   -1.60,   -1.43,   -5.85,    3.07,    0.96,    1.34,    1.30,   -0.56,   -2.89,   -1.47,   -1.34,   -5.58,   -6.18
201404,    1.08,   -1.09,    1.10,   -2.58,   -5.54,    0.91,    1.26,   -1.79,   -0.10,   -0.82,    3.66,   -2.94,   -2.15,   -3.89,   -7.52
201405,    1.51,    2.23,    2.89,    3.46,    0.53,    1.17,    2.30,    2.72,    1.49,    3.40,    2.02,    2.67,    4.12,    0.23,    0.83
201406,    1.85,    2.05,    2.88,    3.97,    7.29,    1.77,    2.01,    2.14,    1.96,    2.03,    3.71,    3.98,    3.96,    4.88,   10.63
201407,   -1.89,   -2.02,   -1.33,   -1.71,   -5.34,   -2.66,   -0.63,   -2.70,   -1.41,   -2.26,   -0.58,   -1.03,   -2.84,   -4.74,   -6.09
201408,    3.53,    4.80,    3.98,    5.66,    5.16,    3.52,    3.54,    5.24,    3.84,    2.91,    5.43,    4.69,    6.68,    4.15,    6.45
201409,   -0.78,   -1.92,   -3.42,   -3.84,   -4.44,   -0.72,   -0.92,   -1.58,   -2.55,   -2.85,   -4.05,   -3.53,   -4.37,   -5.03,   -3.74
201410,    2.64,    2.38,    2.91,    1.47,    2.84,    1.71,    4.84,    2.06,    2.87,    3.84,    1.67,    1.77,    1.07,    3.69,    1.83
201411,    2.57,    2.92,    4.00,    0.86,   -1.26,    2.42,    2.82,    2.77,    3.06,    4.44,    3.45,    0.35,    1.72,   -2.09,    0.00
201412,    0.05,    0.22,   -0.42,   -0.44,   -0.28,    0.12,   -0.05,    0.00,    0.46,    0.03,   -0.84,   -1.65,    1.59,   -0.93,    0.80
201501,   -3.42,   -2.95,   -4.19,   -0.99,   -0.30,   -5.05,   -1.59,   -2.46,   -3.68,   -4.33,   -3.98,    0.17,   -2.86,    1.25,   -3.73
201502,    6.24,    4.22,    7.20,    6.90,    7.37,    6.75,    5.61,    3.94,    4.69,    7.34,    6.82,    6.86,    6.92,    6.93,    8.61
201503,   -1.45,   -0.20,   -1.33,   -1.43,   -1.07,   -1.72,   -1.09,    0.43,   -0.89,   -1.80,   -0.29,   -2.32,   -0.27,   -1.59,    0.30
201504,    0.19,   -0.26,    1.76,    1.50,    1.59,    0.44,   -0.22,   -0.55,    0.25,    2.14,    1.44,    2.06,    0.71,    2.55,    0.34
201505,    1.23,    1.89,    1.63,    0.19,    1.84,    1.36,    1.02,    1.99,    1.72,    1.03,    2.42,   -0.66,    1.51,    1.92,    1.71
201506,   -1.40,   -1.33,   -0.57,   -3.18,   -1.86,   -1.14,   -1.93,   -2.10,   -0.13,   -0.25,   -0.97,   -4.22,   -1.45,   -1.36,   -2.50
201507,    2.55,    2.28,    0.31,    0.17,   -2.96,    2.40,    2.75,    2.90,    1.43,    0.94,   -0.56,   -1.11,    1.88,   -3.76,   -2.12
201508,   -6.36,   -5.52,   -6.09,   -4.97,   -6.97,   -6.14,   -6.61,   -5.90,   -5.04,   -6.65,   -5.21,   -5.63,   -4.32,   -6.61,   -7.46
201509,   -1.78,   -2.33,   -3.97,   -4.70,  -10.46,   -1.62,   -2.02,   -2.80,   -1.92,   -3.83,   -4.25,   -4.55,   -4.88,   -8.62,  -13.91
201510,    7.40,    7.46,    8.84,    8.92,    5.62,    7.40,    7.40,    7.33,    7.60,    8.79,    8.92,    7.59,   10.18,    4.32,    8.82
201511,    0.47,    1.01,   -0.01,    0.04,    1.78,    0.52,    0.38,    0.71,    1.34,   -0.44,    0.81,   -0.32,    0.53,    2.03,    1.25
201512,   -1.28,   -2.23,   -1.98,   -5.82,   -4.41,   -1.51,   -0.94,   -1.09,   -3.57,   -1.38,   -2.97,   -6.78,   -4.71,   -5.62,   -1.98
201601,   -4.24,   -5.19,   -6.13,  -10.34,  -16.47,   -3.95,   -4.68,   -5.21,   -5.14,   -6.05,   -6.24,  -10.59,  -10.09,  -15.65,  -18.04
201602,   -0.66,    0.50,    0.89,   -0.18,    0.84,   -0.34,   -1.25,    0.46,    0.56,    1.49,    0.18,   -1.22,    1.75,    1.17,    0.27
201603,    6.47,    6.72,    7.64,    8.06,   10.67,    6.19,    6.88,    6.87,    6.49,    7.99,    7.11,    7.43,    9.45,    8.27,   15.95
201604,    0.00,    0.34,    1.58,    3.64,    9.33,    0.93,   -1.29,   -1.07,    2.41,    0.51,    3.31,    3.14,    4.41,    5.69,   16.03
201605,    1.45,    2.58,    2.56,    0.44,    0.69,    0.91,    2.38,    2.87,    2.13,    1.54,    4.26,   -0.15,    0.97,    1.49,   -0.88
201606,    1.39,   -1.26,   -1.69,   -1.45,    0.01,    1.72,    0.79,   -0.69,   -1.96,   -2.63,   -0.78,   -0.31,   -2.63,    1.38,   -3.56
201607,    2.80,    4.02,    5.17,    7.27,    6.86,    2.22,    3.89,    2.41,    6.16,    4.91,    5.65,    6.60,    8.01,    6.47,    7.81
201608,   -0.10,    1.25,    0.89,    0.79,    1.95,    0.41,   -0.84,    0.89,    1.70,    0.52,    1.49,   -0.07,    2.01,    3.02,   -0.10
201609,   -0.50,    0.34,    1.66,    1.86,    3.66,   -0.83,    0.02,   -0.29,    0.88,    1.19,    2.17,    2.95,    0.88,    2.44,    5.34
201610,   -1.64,   -1.05,   -1.50,   -4.15,   -8.37,   -1.67,   -1.59,   -0.45,   -1.79,   -0.14,   -3.00,   -4.92,   -3.29,   -6.56,  -10.76
201611,    4.14,    2.87,    7.82,    7.40,    9.20,    3.28,    5.98,    1.18,    5.92,    7.33,    8.28,    7.41,    7.40,    7.93,   11.56
201612,    2.69,    1.11,    1.10,    0.23,    0.00,    2.56,    2.89,    1.16,    1.04,    0.49,    1.67,    0.68,   -0.46,   -0.17,    0.26
201701,    1.46,    2.73,    2.45,    1.79,    4.04,    1.07,    2.18,    4.10,    1.18,    2.13,    2.82,    1.77,    1.83,    4.29,    3.70
201702,    4.27,    3.33,    3.10,    2.80,    0.73,    4.44,    3.92,    3.39,    3.22,    4.48,    1.29,    2.90,    2.69,   -0.52,    2.24
201703,    0.17,    0.01,    0.31,    0.75,    0.27,   -0.26,    0.84,    0.73,   -1.08,    0.03,    0.71,    0.61,    0.90,    1.65,   -1.80
201704,    1.33,    1.18,    0.65,    0.68,    0.40,    1.71,    0.84,    1.16,    1.23,    0.42,    1.01,    1.05,    0.26,    1.59,   -0.79
201705,    1.84,    0.51,   -0.38,    0.54,   -0.76,    1.78,    1.99,    0.67,    0.17,    0.17,   -1.19,   -0.20,    1.70,   -0.96,   -0.47
201706,    0.09,    2.03,    1.27,    2.01,    3.64,    1.04,   -1.12,    2.87,    0.90,    1.78,    0.50,    1.97,    2.06,    2.46,    6.00
201707,    1.98,    1.84,    2.79,    0.95,    2.23,    2.33,    1.52,    1.74,    1.96,    3.71,    1.27,    0.59,    1.44,    3.79,   -0.77
201708,    1.18,   -0.21,   -0.60,   -2.04,   -0.83,    0.71,    1.97,    0.07,   -0.53,    0.08,   -1.36,   -2.05,   -2.02,   -1.62,    0.24
201709,    2.52,    1.64,    3.02,    4.58,    4.69,    1.94,    3.67,    0.20,    3.71,    2.44,    3.77,    4.66,    4.48,    3.37,    7.07
201710,    3.40,    2.33,    0.14,    1.62,   -2.29,    3.34,    3.54,    4.90,   -0.56,   -0.28,    0.58,    1.54,    1.71,   -2.14,   -2.51
201711,    3.12,    3.17,    3.69,    3.32,    2.58,    3.04,    3.20,    3.48,    2.69,    4.68,    2.97,    3.43,    3.16,    1.04,    5.65
201712,    1.19,    0.70,    1.40,    1.29,    2.08,    0.86,    1.52,    0.81,    0.51,    2.04,    0.88,    0.93,    1.84,    1.40,    3.00
201801,    5.10,    4.88,    9.06,    4.59,    3.60,    4.86,    5.40,    4.73,    5.07,    7.06,   11.68,    3.59,    6.08,    2.95,    4.68
201802,   -2.73,   -4.68,   -5.79,   -2.37,   -1.89,   -3.81,   -1.06,   -4.97,   -4.25,   -5.32,   -6.32,   -1.58,   -3.83,   -1.60,   -2.30
201803,   -2.57,   -2.15,   -2.27,   -1.48,   -0.19,   -3.00,   -1.92,   -2.25,   -2.05,   -2.68,   -1.77,   -0.29,   -2.95,    0.68,   -1.27
201804,    0.25,    0.91,    0.08,    0.66,    0.60,    0.00,    0.62,    0.36,    1.53,   -0.51,    0.73,   -0.61,    2.66,    0.97,    0.00
201805,    1.26,    3.70,    2.94,    4.13,    7.28,    0.54,    2.44,    4.47,    2.79,    3.16,    2.68,    5.54,    1.38,    7.49,    6.98
